age,league,season,full_name,Position_NEW,Current Club,nationality,player_year_key,minutes_played_overall,appearances_overall,penalty_goals,penalty_misses,clean_sheets_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_away,conceded_per_90_overall,cards_per_90_overall,passes_per_90_overall,passes_completed_per_90_overall,tackles_per_90_overall,shots_per_90_overall,shots_on_target_per_90_overall,shots_off_target_per_90_overall,interceptions_per_90_overall,key_passes_per_90_overall,dribbles_per_90_overall,dribbles_successful_per_90_overall,saves_per_90_overall,shots_faced_per_90_overall,dribbled_past_per_90_overall,blocks_per_90_overall,clearances_per_90_overall,hit_woodwork_per_90_overall,punches_per_90_overall,offsides_per_90_overall,xa_per_90_overall,npxg_per_90_overall,fouls_drawn_per_90_overall,fouls_committed_per_90_overall,xg_per_90_overall,aerial_duels_won_per_90_overall,duels_per_90_overall,duels_won_per_90_overall,dispossesed_per_90_overall,accurate_crosses_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,average_rating_overall,crosses_per_game_overall,dispossesed_per_game_overall,saves_per_game_overall,shots_per_goal_scored_overall,shots_off_target_per_game_overall,dribbles_successful_percentage_overall,save_percentage_overall,pass_completion_rate_overall,shot_accuraccy_percentage_overall,inside_box_saves_total_overall,penalties_won_total_overall,shot_conversion_rate_overall,duels_won_per_game_overall,duels_won_percentage_overall,cross_completion_rate_overall,hattricks_total_overall,two_goals_in_a_game_total_overall,three_goals_in_a_game_total_overall,annual_salary_eur,market_value_in_eur (m),Predicted Market Value,Prediction Difference,Under / Over
25,La Liga,2022/2023,Abdul Mumin,Central Defenders,Rayo Vallecano,Ghana,abdul-mumin-2022/2023,915.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.48,0.2,37.57,28.82,1.08,0.39,0.1,0.3,0.89,0.1,0.79,0.39,0.0,0.0,0.39,0.49,3.34,0.0,0.0,0.0,0.06,0.02,0.79,0.69,0.02,1.28,7.28,3.54,0.49,0.1,276.0,302.0,149.0,15.0,6.11,0.12,0.31,0.0,0.0,0.19,50.0,0.0,76.7,25.0,0.0,0.0,0.0,2.25,48.65,50.0,0.0,0.0,0.0,0.0,1.75,2.7152975,-0.9652974605560303,Undervalued
25,Liga NOS,2020/2021,Abdul Mumin,Central Defenders,Vitória Guimarães,Ghana,abdul-mumin-2020/2021,2028.0,25.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.29,0.27,47.58,39.75,0.83,0.21,0.0,0.21,0.92,0.04,0.17,0.08,0.0,0.0,0.25,0.17,3.83,0.0,0.0,0.0,0.08,0.01,0.62,1.12,0.01,1.58,6.29,3.12,0.17,0.0,320.0,322.0,120.0,26.0,6.6,0.04,0.17,0.0,0.0,0.21,50.0,0.0,83.54,0.0,0.0,0.0,0.0,3.12,49.67,0.0,0.0,0.0,0.0,0.0,2.23,2.2849555,-0.0549555015563965,Undervalued
25,Liga NOS,2021/2022,Abdul Mumin,Central Defenders,Vitória Guimarães,Ghana,abdul-mumin-2021/2022,2228.0,26.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.21,0.44,47.73,40.45,1.33,0.36,0.08,0.28,1.5,0.16,0.61,0.32,0.0,0.0,0.28,0.65,4.04,0.0,0.0,0.0,0.09,0.01,0.73,1.01,0.01,1.45,6.67,3.76,0.12,0.0,232.0,259.0,84.0,13.0,6.82,0.12,0.12,0.0,0.0,0.27,53.33,0.0,84.76,22.22,0.0,0.0,0.0,3.58,56.36,0.0,0.0,0.0,0.0,0.0,2.25,0.93140376,1.3185962438583374,Overvalued
30,La Liga,2021/2022,Abdón Prats,Wingers,RCD Mallorca,Spain,abdon-prats-2021/2022,631.0,23.0,0.0,0.0,5.0,0.43,0.0,0.43,0.27,1.43,0.57,22.0,14.86,0.29,2.0,0.86,1.14,0.14,1.43,1.57,1.0,0.0,0.0,0.57,0.0,0.71,0.29,0.0,0.29,0.09,0.34,2.14,1.29,0.34,4.43,17.43,7.86,3.0,0.0,29.0,389.0,-1.0,5.0,6.42,0.09,0.91,0.0,4.67,0.35,63.64,0.0,67.53,42.86,0.0,0.0,21.43,2.39,45.08,0.0,0.0,0.0,0.0,0.0,1.35,3.0038228,-1.6538228034973144,Undervalued
23,Liga NOS,2020/2021,Abel Ruiz,Wingers,Sporting Braga,Spain,abel-ruiz-2020/2021,1290.0,25.0,0.0,0.0,6.0,0.42,0.21,0.21,0.14,0.84,0.07,21.38,16.96,0.35,1.26,0.7,0.56,0.07,1.05,1.68,0.91,0.0,0.0,0.14,0.0,0.49,0.14,0.0,0.35,0.16,0.17,1.54,1.33,0.17,0.91,8.69,3.64,1.19,0.07,79.0,39.0,-1.0,7.0,5.66,0.36,0.68,0.0,6.0,0.32,54.17,0.0,79.34,55.56,0.0,0.0,16.67,2.08,41.94,11.11,0.0,0.0,0.0,0.0,6.5,2.7748914,3.7251086235046387,Overvalued
23,Liga NOS,2021/2022,Abel Ruiz,Wingers,Sporting Braga,Spain,abel-ruiz-2021/2022,1379.0,28.0,0.0,0.0,12.0,0.33,0.2,0.13,0.0,1.11,0.13,21.93,17.82,0.2,0.98,0.39,0.59,0.2,1.17,1.83,1.31,0.0,0.0,0.59,0.13,0.33,0.07,0.0,0.33,0.2,0.11,0.91,0.98,0.11,0.78,9.07,3.2,1.17,0.26,131.0,53.0,-1.0,7.0,6.62,0.46,0.64,0.0,7.5,0.32,71.43,0.0,81.25,40.0,0.0,0.0,13.33,1.75,35.25,30.77,0.0,0.0,0.0,0.0,7.0,9.291264,-2.2912635803222656,Undervalued
24,Liga NOS,2022/2023,Abel Ruiz,Wingers,Sporting Braga,Spain,abel-ruiz-2022/2023,2089.0,34.0,0.0,0.0,17.0,0.6,0.26,0.34,0.09,0.78,0.17,20.62,16.4,0.56,1.6,0.86,0.73,0.3,1.38,1.34,0.69,0.0,0.0,0.65,0.09,0.3,0.04,0.0,0.39,0.24,0.28,0.39,0.86,0.28,0.69,7.25,2.33,0.95,0.22,35.0,36.0,-1.0,4.0,6.84,0.56,0.65,0.0,4.62,0.5,51.61,0.0,79.5,54.05,0.0,0.0,21.62,1.59,32.14,26.32,0.0,0.0,0.0,452047.0,11.0,12.17568,-1.175680160522461,Undervalued
24,Ligue 1,2022/2023,Achraf Dari,Central Defenders,Brest,Morocco,achraf-dari-2022/2023,1317.0,18.0,0.0,0.0,2.0,0.07,0.0,0.07,0.15,1.91,0.07,47.08,37.52,1.44,0.27,0.14,0.14,1.03,0.0,0.14,0.07,0.0,0.0,0.34,0.68,4.51,0.0,0.0,0.14,0.09,0.05,0.89,0.89,0.05,2.46,7.93,4.72,0.21,0.0,187.0,387.0,160.0,9.0,6.67,0.06,0.17,0.0,4.0,0.11,50.0,0.0,79.68,50.0,0.0,1.0,25.0,3.83,59.48,0.0,0.0,0.0,0.0,453000.0,1.75,3.2307963,-1.4807963371276855,Undervalued
24,Ligue 1,2021/2022,Achraf Hakimi,Defensive Midfielders / Wing Backs,PSG,Morocco,achraf-hakimi-2021/2022,2486.0,32.0,0.0,0.0,11.0,0.36,0.22,0.14,0.27,0.87,0.18,57.83,52.21,2.72,0.58,0.36,0.22,1.01,1.12,1.92,0.76,0.0,0.0,1.16,0.14,0.65,0.0,0.0,0.22,0.27,0.11,0.51,0.72,0.11,0.33,8.59,4.31,0.51,0.43,146.0,51.0,20.0,7.0,6.97,1.66,0.44,0.0,4.0,0.19,39.62,0.0,90.29,62.5,0.0,0.0,25.0,3.72,50.21,22.64,0.0,1.0,0.0,0.0,66.67,45.77698,20.893018646240236,Overvalued
24,Serie A,2020/2021,Achraf Hakimi,Attacking Midfielders,Inter Milan,Morocco,achraf-hakimi-2020/2021,2671.0,37.0,0.0,0.0,13.0,0.51,0.27,0.24,0.19,0.88,0.2,40.85,34.48,1.79,1.05,0.54,0.51,0.74,1.25,2.16,1.11,0.0,0.0,0.81,0.0,0.51,0.03,0.0,0.2,0.28,0.18,1.21,1.05,0.18,0.54,9.01,4.66,0.57,0.94,94.0,35.0,15.0,3.0,6.84,3.11,0.46,0.0,4.43,0.41,51.56,0.0,84.39,51.61,0.0,2.0,22.58,3.73,51.69,24.35,0.0,1.0,0.0,0.0,66.67,46.3562,20.313798828125,Overvalued
25,Ligue 1,2022/2023,Achraf Hakimi,Defensive Midfielders / Wing Backs,PSG,Morocco,achraf-hakimi-2022/2023,2052.0,28.0,0.0,0.0,11.0,0.35,0.13,0.22,0.19,0.79,0.39,61.14,55.13,2.41,0.7,0.39,0.31,0.7,1.45,2.41,1.05,0.0,0.0,1.27,0.09,0.66,0.04,0.0,0.22,0.25,0.15,0.83,1.27,0.15,0.39,9.69,4.65,0.96,0.7,82.0,110.0,11.0,4.0,6.67,1.5,0.79,0.0,3.2,0.25,43.64,0.0,90.17,56.25,0.0,1.0,31.25,3.79,47.96,38.1,0.0,0.0,0.0,12996000.0,65.0,60.081802,4.9181976318359375,Overvalued
26,Premier League,2021/2022,Adam Armstrong,Attacking Midfielders,Southampton,England,adam-armstrong-2021/2022,1414.0,23.0,0.0,0.0,5.0,0.25,0.13,0.13,0.11,1.78,0.06,19.19,14.38,0.63,1.96,0.89,1.08,0.19,0.82,2.66,1.01,0.0,0.0,0.38,0.06,0.38,0.0,0.0,0.13,0.13,0.15,0.38,0.82,0.15,0.82,7.98,2.85,0.82,0.0,147.0,121.0,-1.0,8.0,6.13,0.78,0.57,0.0,15.5,0.74,38.1,0.0,74.92,45.16,0.0,1.0,6.45,1.96,35.71,0.0,0.0,0.0,0.0,0.0,15.33,14.8272705,0.5027294921875001,Overvalued
27,Premier League,2022/2023,Adam Armstrong,Attacking Midfielders,Southampton,England,adam-armstrong-2022/2023,1334.0,29.0,0.0,0.0,4.0,0.2,0.07,0.13,0.0,1.55,0.13,19.03,14.24,0.94,1.42,0.81,0.61,0.2,0.74,2.5,0.88,0.0,0.0,0.4,0.2,0.34,0.07,0.0,0.13,0.1,0.14,0.61,1.15,0.14,0.34,8.84,2.77,1.48,0.13,151.0,192.0,-1.0,4.0,6.6,0.47,0.73,0.0,10.5,0.3,35.14,0.0,74.82,57.14,0.0,0.0,9.52,1.37,31.3,14.29,0.0,0.0,0.0,2856948.0,12.0,12.088328,-0.08832836151123047,Undervalued
32,Premier League,2021/2022,Adam Forshaw,Central Midfielders,Leeds United,England,adam-forshaw-2021/2022,1529.0,22.0,0.0,0.0,2.0,0.06,0.06,0.0,0.0,2.18,0.29,48.12,40.25,3.15,0.58,0.23,0.35,1.11,0.76,1.11,0.7,0.0,0.0,1.86,0.06,0.7,0.0,0.0,0.12,0.16,0.03,0.87,1.51,0.03,0.64,10.43,5.36,0.64,0.0,361.0,221.0,-1.0,24.0,6.76,0.23,0.5,0.0,0.0,0.27,63.16,0.0,83.66,40.0,0.0,0.0,0.0,4.18,51.4,0.0,0.0,0.0,0.0,0.0,1.9,2.794138,-0.8941379547119142,Undervalued
32,Premier League,2022/2023,Adam Forshaw,Central Midfielders,Leeds United,England,adam-forshaw-2022/2023,476.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.89,0.0,40.55,34.11,2.08,0.0,0.0,0.0,0.76,1.52,2.08,1.33,0.0,0.0,1.71,0.19,0.38,0.0,0.0,0.0,0.11,0.0,0.95,1.14,0.0,0.38,10.8,4.74,1.33,1.33,276.0,280.0,-1.0,20.0,6.64,1.67,0.58,0.0,0.0,0.0,63.64,0.0,84.11,0.0,0.0,0.0,0.0,2.08,43.86,35.0,0.0,0.0,0.0,1194109.0,1.2,2.0532498,-0.8532498359680176,Undervalued
21,Bundesliga,2022/2023,Adam Hložek,Wingers,Bayer Leverkusen,Czech Republic,adam-hlozek-2022/2023,1288.0,29.0,0.0,0.0,7.0,0.56,0.21,0.35,0.24,1.12,0.14,21.89,16.43,0.63,1.33,0.77,0.56,0.42,1.26,1.19,0.7,0.0,0.0,0.35,0.14,0.49,0.07,0.0,0.07,0.2,0.26,1.4,1.33,0.26,1.61,10.98,4.34,1.75,0.35,53.0,65.0,-1.0,3.0,6.82,0.52,0.86,0.0,3.8,0.28,58.82,0.0,75.08,57.89,0.0,0.0,26.32,2.14,39.49,33.33,0.0,0.0,0.0,1674400.0,16.5,13.987543,2.5124568939208984,Overvalued
35,Premier League,2021/2022,Adam Lallana,Central Midfielders,Brighton & Hove Albion,England,adam-lallana-2021/2022,1564.0,24.0,0.0,0.0,7.0,0.06,0.06,0.0,0.0,1.04,0.23,54.86,47.81,1.95,0.8,0.23,0.57,0.92,0.46,1.32,0.8,0.0,0.0,1.66,0.34,0.75,0.0,0.0,0.0,0.14,0.03,0.97,0.63,0.03,0.86,8.71,4.59,0.86,0.06,313.0,214.0,-1.0,22.0,6.79,0.12,0.62,0.0,0.0,0.42,60.87,0.0,87.15,28.57,0.0,0.0,0.0,3.33,52.63,33.33,0.0,0.0,0.0,0.0,1.75,2.892365,-1.1423649787902832,Undervalued
35,Premier League,2022/2023,Adam Lallana,Defensive Midfielders / Wing Backs,Brighton & Hove Albion,England,adam-lallana-2022/2023,730.0,16.0,0.0,0.0,4.0,0.37,0.12,0.25,0.45,1.11,0.0,37.65,31.36,1.23,0.99,0.62,0.37,0.25,1.73,0.62,0.37,0.0,0.0,0.74,0.0,0.12,0.0,0.0,0.0,0.2,0.18,0.86,0.25,0.18,0.99,7.28,3.46,1.48,0.25,73.0,126.0,-1.0,9.0,6.41,0.19,0.75,0.0,4.0,0.19,60.0,0.0,83.28,62.5,0.0,0.0,25.0,1.75,47.46,66.67,0.0,0.0,0.0,4700000.0,1.1,3.7862487,-2.6862486839294433,Undervalued
29,Eredivisie,2021/2022,Adam Maher,Attacking Midfielders,Utrecht,Netherlands,adam-maher-2021/2022,2758.0,32.0,0.0,0.0,8.0,0.13,0.1,0.03,0.0,1.17,0.33,61.6,48.35,2.82,0.49,0.13,0.36,1.9,2.33,1.08,0.46,0.0,0.0,1.41,0.26,2.49,0.0,0.0,0.03,0.27,0.04,1.38,1.64,0.04,1.97,13.05,6.63,1.15,2.49,222.0,134.0,-1.0,17.0,7.29,6.66,1.09,0.0,15.0,0.34,42.42,0.0,78.49,26.67,0.0,0.0,6.67,6.31,50.75,35.68,0.0,0.0,0.0,0.0,3.73,8.821552,-5.091552276611328,Undervalued
30,Serie A,2020/2021,Adam Marušić,Defensive Midfielders / Wing Backs,Lazio,Montenegro,adam-marusic-2020/2021,2968.0,36.0,0.0,0.0,11.0,0.15,0.09,0.06,0.12,1.36,0.09,40.69,34.78,1.15,0.58,0.36,0.21,1.21,0.88,1.55,0.73,0.0,0.0,0.58,0.06,1.36,0.03,0.0,0.09,0.18,0.06,0.49,0.58,0.06,0.85,6.64,3.21,0.61,0.45,236.0,180.0,83.0,6.0,6.84,1.78,0.56,0.0,9.5,0.19,47.06,0.0,85.47,63.16,0.0,0.0,10.53,2.94,48.4,23.44,0.0,0.0,0.0,0.0,9.5,10.822781,-1.3227806091308594,Undervalued
30,Serie A,2021/2022,Adam Marušić,Central Defenders,Lazio,Montenegro,adam-marusic-2021/2022,2720.0,33.0,0.0,0.0,8.0,0.07,0.03,0.03,0.06,1.19,0.2,54.62,48.8,0.99,0.23,0.1,0.13,1.36,0.26,0.83,0.46,0.0,0.0,0.63,0.26,1.92,0.03,0.0,0.0,0.13,0.03,0.43,0.86,0.03,1.12,5.95,2.98,0.53,0.1,265.0,272.0,66.0,12.0,6.72,0.88,0.48,0.0,7.0,0.12,56.0,0.0,89.35,42.86,0.0,0.0,14.29,2.73,50.0,10.34,0.0,0.0,0.0,0.0,7.5,7.3230224,0.17697763442993164,Overvalued
31,Serie A,2022/2023,Adam Marušić,Central Midfielders,Lazio,Montenegro,adam-marusic-2022/2023,2765.0,33.0,0.0,0.0,18.0,0.07,0.07,0.0,0.0,0.75,0.33,51.53,45.11,1.37,0.39,0.23,0.16,1.17,0.29,0.39,0.26,0.0,0.0,0.42,0.2,1.76,0.03,0.0,0.03,0.15,0.01,0.46,0.72,0.01,0.91,5.47,2.99,0.42,0.16,434.0,197.0,20.0,21.0,6.93,0.55,0.39,0.0,0.0,0.15,66.67,0.0,87.56,58.33,0.0,0.0,0.0,2.79,54.76,27.78,0.0,0.0,0.0,1853800.0,6.5,12.891972,-6.391971588134766,Undervalued
29,Premier League,2021/2022,Adam Masina,Central Midfielders,Watford,Morocco,adam-masina-2021/2022,1077.0,15.0,0.0,0.0,1.0,0.08,0.08,0.0,0.0,1.84,0.0,35.26,24.57,2.01,0.33,0.0,0.33,1.5,0.58,0.92,0.75,0.0,0.0,1.42,0.5,3.34,0.08,0.0,0.0,0.12,0.01,0.33,1.17,0.01,2.42,9.69,5.52,0.08,0.67,418.0,199.0,152.0,27.0,6.7,2.0,0.07,0.0,0.0,0.27,81.82,0.0,69.67,0.0,0.0,0.0,0.0,4.4,56.9,26.67,0.0,0.0,0.0,0.0,2.75,7.702519,-4.952518939971924,Undervalued
30,Serie A,2022/2023,Adam Masina,Central Defenders,Udinese,Morocco,adam-masina-2022/2023,786.0,14.0,0.0,0.0,5.0,0.23,0.0,0.23,0.24,1.49,0.23,44.43,35.27,1.15,0.23,0.23,0.0,1.15,0.23,0.34,0.34,0.0,0.0,1.03,0.46,2.98,0.0,0.0,0.0,0.09,0.15,0.11,1.26,0.15,2.98,8.24,4.58,0.11,0.46,73.0,384.0,149.0,8.0,6.63,0.71,0.07,0.0,1.0,0.0,100.0,0.0,79.38,100.0,0.0,0.0,100.0,2.86,55.56,40.0,0.0,0.0,0.0,1443717.0,2.0,2.1949058,-0.19490575790405273,Undervalued
26,Serie A,2020/2021,Adam Ounas,Attacking Midfielders,Crotone,Algeria,adam-ounas-2020/2021,1516.0,22.0,0.0,0.0,2.0,0.42,0.18,0.24,0.12,1.9,0.06,33.44,27.04,0.71,1.36,0.59,0.77,0.36,1.78,6.23,4.51,0.0,0.0,1.07,0.0,0.06,0.06,0.0,0.59,0.26,0.19,2.37,0.83,0.19,0.71,14.94,8.3,1.96,0.65,89.0,88.0,-1.0,3.0,7.31,2.32,1.5,0.0,5.75,0.59,72.38,0.0,80.85,43.48,0.0,0.0,17.39,6.36,55.56,21.57,0.0,0.0,0.0,0.0,8.0,21.642197,-13.642196655273438,Undervalued
27,Ligue 1,2022/2023,Adam Ounas,Attacking Midfielders,Lille,Algeria,adam-ounas-2022/2023,1065.0,21.0,0.0,0.0,7.0,0.17,0.08,0.08,0.0,1.18,0.17,40.94,32.4,1.52,1.78,0.76,1.02,0.59,2.37,5.41,2.96,0.0,0.0,0.34,0.0,0.25,0.25,0.0,0.17,0.2,0.12,2.45,1.27,0.12,0.42,14.38,7.36,2.2,1.1,177.0,175.0,-1.0,12.0,7.07,3.52,1.24,0.0,21.0,0.57,54.69,0.0,79.13,42.86,0.0,1.0,4.76,4.14,51.18,17.57,0.0,0.0,0.0,1920000.0,6.0,6.894958,-0.8949580192565918,Undervalued
32,Premier League,2022/2023,Adam Smith,Central Midfielders,AFC Bournemouth,England,adam-smith-2022/2023,2949.0,37.0,0.0,0.0,8.0,0.03,0.03,0.0,0.0,1.65,0.34,28.87,21.73,1.59,0.06,0.03,0.03,0.79,0.49,0.7,0.15,0.0,0.0,0.85,0.4,2.14,0.0,0.0,0.0,0.08,0.0,0.82,0.89,0.0,0.95,6.87,3.51,0.09,0.58,372.0,249.0,140.0,24.0,6.6,1.32,0.08,0.0,0.0,0.03,21.74,0.0,75.26,50.0,0.0,0.0,0.0,3.11,51.11,38.78,0.0,0.0,0.0,1820000.0,0.65,4.3787894,-3.7287894248962403,Undervalued
28,Premier League,2021/2022,Adam Webster,Central Defenders,Brighton & Hove Albion,England,adam-webster-2021/2022,1431.0,22.0,0.0,0.0,7.0,0.13,0.0,0.13,0.13,1.13,0.31,72.07,58.4,1.62,0.44,0.19,0.25,1.12,0.06,0.75,0.62,0.0,0.0,0.44,1.0,3.81,0.0,0.0,0.0,0.14,0.09,0.25,1.0,0.09,3.5,8.49,6.0,0.06,0.06,148.0,344.0,71.0,7.0,6.92,0.27,0.05,0.0,3.5,0.18,83.33,0.0,81.02,42.86,0.0,0.0,28.57,4.36,70.59,16.67,0.0,0.0,0.0,0.0,19.5,17.60518,1.8948192596435547,Overvalued
29,Premier League,2022/2023,Adam Webster,Central Defenders,Brighton & Hove Albion,England,adam-webster-2022/2023,1986.0,26.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.22,0.09,74.28,65.81,0.99,0.75,0.09,0.66,0.89,0.28,0.28,0.09,0.0,0.0,0.38,0.89,2.4,0.0,0.0,0.05,0.15,0.03,0.24,0.42,0.03,2.59,6.35,3.91,0.24,0.05,396.0,396.0,73.0,24.0,6.11,0.11,0.19,0.0,0.0,0.52,33.33,0.0,88.59,12.5,0.0,0.0,0.0,3.07,61.48,33.33,0.0,0.0,0.0,2268477.0,22.5,20.58597,1.9140300750732422,Overvalued
27,Premier League,2021/2022,Adama Traoré,Attacking Midfielders,Wolverhampton Wanderers,Spain,adama-traore-2021/2022,1063.0,20.0,0.0,0.0,8.0,0.08,0.0,0.08,0.0,0.85,0.0,26.63,20.73,0.71,1.07,0.45,0.63,0.18,1.7,9.12,7.42,0.0,0.0,0.36,0.45,0.09,0.18,0.0,0.8,0.11,0.09,2.32,0.89,0.09,1.34,18.77,11.8,2.59,0.8,202.0,412.0,-1.0,12.0,6.75,1.95,1.45,0.0,12.0,0.35,81.37,0.0,77.85,41.67,0.0,0.0,8.33,6.6,62.86,23.08,0.0,0.0,0.0,0.0,7.46,16.610094,-9.15009407043457,Undervalued
28,Premier League,2022/2023,Adama Traoré,Attacking Midfielders,Wolverhampton Wanderers,Spain,adama-traore-2022/2023,1482.0,34.0,0.0,0.0,11.0,0.18,0.06,0.12,0.12,1.7,0.12,24.94,18.55,1.01,0.81,0.34,0.47,0.13,1.41,4.97,2.82,0.0,0.0,0.2,0.07,1.01,0.0,0.0,0.4,0.17,0.07,2.02,1.14,0.07,2.15,14.38,8.0,1.55,1.21,159.0,196.0,-1.0,4.0,6.7,2.43,0.77,0.0,12.0,0.23,56.76,0.0,74.39,41.67,0.0,0.0,8.33,3.97,55.61,24.66,0.0,0.0,0.0,2573368.0,6.25,17.577906,-11.327905654907227,Undervalued
34,Liga NOS,2020/2021,Adel Taarabt,Attacking Midfielders,Benfica,Morocco,adel-taarabt-2020/2021,1644.0,26.0,0.0,0.0,12.0,0.16,0.16,0.0,0.0,0.6,0.22,70.07,60.38,1.53,0.55,0.22,0.33,1.31,1.59,3.89,3.18,0.0,0.0,1.48,0.05,0.22,0.05,0.0,0.0,0.3,0.02,2.3,2.35,0.02,0.38,13.47,7.28,0.99,0.6,314.0,71.0,-1.0,30.0,7.12,1.19,0.69,0.0,0.0,0.23,81.69,0.0,86.17,40.0,0.0,0.0,0.0,5.12,54.07,35.48,0.0,0.0,0.0,0.0,4.0,5.4633427,-1.4633426666259766,Undervalued
34,Liga NOS,2021/2022,Adel Taarabt,Attacking Midfielders,Benfica,Morocco,adel-taarabt-2021/2022,858.0,23.0,0.0,0.0,10.0,0.52,0.42,0.1,0.18,0.63,0.52,57.47,47.68,1.68,1.16,0.53,0.63,0.74,1.79,4.0,2.74,0.0,0.0,1.05,0.32,0.42,0.11,0.0,0.0,0.41,0.11,1.47,1.37,0.11,0.42,10.74,6.32,0.84,0.84,155.0,9.0,-1.0,16.0,6.59,0.83,0.35,0.0,11.0,0.26,68.42,0.0,82.97,45.45,0.0,0.0,9.09,2.61,58.82,42.11,0.0,0.0,0.0,0.0,2.5,2.6416366,-0.14163661003112793,Undervalued
25,Premier League,2021/2022,Ademola Lookman,Attacking Midfielders,Leicester City,England,ademola-lookman-2021/2022,1456.0,26.0,0.0,0.0,5.0,0.37,0.0,0.37,0.37,1.67,0.12,30.77,24.14,1.95,0.97,0.73,0.24,0.61,1.4,3.53,2.31,0.0,0.0,1.09,0.06,0.12,0.0,0.0,0.36,0.09,0.26,2.01,1.64,0.26,0.18,14.11,6.45,3.16,0.12,37.0,302.0,-1.0,3.0,6.72,0.69,2.0,0.0,2.67,0.15,65.52,0.0,78.46,75.0,0.0,0.0,37.5,4.08,45.69,11.11,0.0,0.0,0.0,0.0,15.0,20.371557,-5.371557235717773,Undervalued
26,Serie A,2022/2023,Ademola Lookman,Wingers,Atalanta,England,ademola-lookman-2022/2023,1735.0,30.0,3.0,0.0,9.0,0.99,0.31,0.67,0.69,1.19,0.16,30.97,24.28,0.67,1.82,1.35,0.47,0.16,2.07,3.32,1.45,0.0,0.0,0.52,0.0,0.05,0.1,0.0,0.57,0.31,0.4,1.87,1.24,0.51,0.21,10.84,4.2,2.44,0.62,5.0,20.0,-1.0,1.0,6.82,1.26,1.52,0.0,2.69,0.29,43.75,0.0,78.39,74.29,0.0,1.0,37.14,2.61,38.76,30.77,0.0,2.0,0.0,2451800.0,30.0,30.724243,-0.7242431640625,Undervalued
34,Liga NOS,2020/2021,Aderllan Santos,Central Defenders,Rio Ave FC,Brazil,aderllan-santos-2020/2021,2792.0,32.0,0.0,0.0,10.0,0.06,0.0,0.06,0.13,1.16,0.23,61.05,52.25,1.61,0.68,0.26,0.42,1.9,0.13,0.16,0.13,0.0,0.0,0.48,0.35,4.0,0.0,0.0,0.0,0.11,0.06,0.61,1.45,0.06,3.48,9.86,5.8,0.1,0.0,172.0,354.0,89.0,5.0,7.1,0.0,0.09,0.0,10.5,0.41,80.0,0.0,85.59,38.1,0.0,0.0,9.52,5.62,58.82,0.0,0.0,0.0,0.0,0.0,1.43,2.8736727,-1.4436727237701417,Undervalued
34,Liga NOS,2022/2023,Aderllan Santos,Central Defenders,Rio Ave FC,Brazil,aderllan-santos-2022/2023,2824.0,32.0,0.0,0.0,9.0,0.03,0.0,0.03,0.0,1.18,0.16,56.86,49.84,1.82,0.64,0.19,0.45,1.72,0.13,0.1,0.1,0.0,0.0,0.38,0.83,5.19,0.0,0.0,0.03,0.13,0.04,0.41,1.08,0.04,2.87,8.86,5.19,0.13,0.0,237.0,340.0,93.0,11.0,7.12,0.03,0.12,0.0,20.0,0.44,100.0,0.0,87.67,30.0,0.0,0.0,5.0,5.09,58.63,0.0,0.0,0.0,0.0,170000.0,0.2,2.3552504,-2.155250358581543,Undervalued
21,Ligue 1,2021/2022,Adil Aouchiche,Central Midfielders,Saint-Étienne,France,adil-aouchiche-2021/2022,1067.0,35.0,0.0,0.0,4.0,0.34,0.34,0.0,0.0,2.11,0.17,45.46,36.94,1.1,1.43,0.84,0.59,1.43,1.43,3.37,1.27,0.0,0.0,2.36,0.08,0.34,0.0,0.0,0.17,0.33,0.06,1.1,0.84,0.06,0.84,12.31,4.3,1.43,1.27,431.0,19.0,-1.0,35.0,5.99,1.94,0.49,0.0,0.0,0.2,37.5,0.0,81.26,58.82,0.0,0.0,0.0,1.46,34.93,22.06,0.0,0.0,0.0,0.0,4.33,5.182608,-0.8526081275939941,Undervalued
36,Eredivisie,2021/2022,Adil Auassar,Central Defenders,Sparta Rotterdam,Netherlands,adil-auassar-2021/2022,2487.0,32.0,0.0,0.0,7.0,0.14,0.04,0.11,0.07,1.27,0.25,37.93,26.02,1.56,0.4,0.11,0.29,1.77,0.4,0.62,0.36,0.0,0.0,0.9,0.72,4.2,0.0,0.0,0.07,0.09,0.08,0.36,1.01,0.08,2.42,9.45,4.7,0.62,0.04,145.0,208.0,-1.0,3.0,6.81,0.22,0.53,0.0,3.67,0.25,58.82,0.0,68.61,27.27,0.0,0.0,27.27,4.06,49.81,14.29,0.0,0.0,0.0,0.0,0.22,-1.0984554,1.3184554290771484,Overvalued
